transaction_id,amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud,lr_prob,lr_pred,anomaly,risk_score,predicted_fraud
2528,568.27,1,Food,0,0,29,4,31,0,0.9078201398445216,1,-1,0.6035517141113386,0
2529,1.6,7,Electronics,0,0,77,2,26,0,0.39853690336324377,0,1,0.1505325170024065,0
2530,1103.19,1,Electronics,0,0,36,0,29,1,0.6823906181466696,0,-1,0.9142028813937614,1
2531,203.32,1,Clothing,0,0,45,2,32,0,0.713652013704383,0,1,0.18225403955791253,0
2532,317.34,8,Grocery,0,0,48,1,42,0,0.3101018185689156,0,1,0.17858228935239676,0
2533,62.82,19,Food,0,1,37,1,38,0,0.042498977938296136,0,1,0.10284418126367294,0
2534,2.6,20,Grocery,1,0,50,2,63,0,0.05494232364494319,0,1,0.2675349324451871,0
2535,241.0,5,Grocery,0,0,64,1,51,0,0.4236820102659993,0,1,0.1293505855564192,0
2536,323.4,11,Clothing,0,0,50,1,43,0,0.2046696772437182,0,1,0.15219988299410775,0
2537,242.8,8,Travel,0,0,69,1,21,0,0.29380040662223195,0,1,0.24050971831335372,0
2538,27.75,6,Travel,0,0,54,5,42,0,0.7918676692506688,0,1,0.3366688299355077,0
2539,252.02,11,Travel,0,0,88,3,57,0,0.40064029154891145,0,1,0.177434748575114,0
2540,263.7,4,Electronics,0,0,97,3,49,0,0.7154935593674927,0,1,0.1828609130404427,0
2541,193.41,15,Food,1,0,62,1,46,0,0.0966960320264292,0,1,0.06202254214696212,0
2542,261.53,4,Electronics,1,0,42,3,39,0,0.7145735722380346,0,1,0.18982783880894918,0
2543,336.65,11,Food,0,0,33,2,51,0,0.3031433296161531,0,1,0.14282281037718778,0
2544,171.16,23,Food,0,0,80,2,36,0,0.03726121511314446,0,1,0.2730189370984313,0
2545,16.7,19,Food,0,0,62,2,67,0,0.06646034440846774,0,1,0.274566518940395,0
2546,120.37,8,Clothing,0,0,45,2,23,0,0.38106145290331944,0,1,0.12419150176547246,0
2547,14.55,22,Travel,0,0,95,2,37,0,0.03858547508125411,0,1,0.2352775560716876,0
2548,94.23,6,Electronics,0,0,36,1,33,0,0.344725955717816,0,1,0.060547229463686,0
2549,94.09,18,Electronics,0,1,60,1,50,0,0.052466758415248296,0,1,0.09774124160473727,0
2550,12.29,19,Clothing,0,0,35,1,26,0,0.04043651047542123,0,1,0.23670226524445043,0
2551,77.21,22,Food,0,1,91,5,39,0,0.1647013741716743,0,1,0.49511470562152693,0
2552,21.18,10,Travel,0,0,51,4,51,0,0.5175004106581265,0,1,0.22071814671778942,0
2553,297.27,20,Grocery,1,0,87,2,64,0,0.0718283070105527,0,1,0.2633319179045621,0
2554,531.1,11,Grocery,0,0,95,2,36,0,0.3435747097565401,0,1,0.3025276546652753,0
2555,13.51,2,Clothing,0,0,90,2,58,0,0.6335378484114353,0,1,0.19545770120568165,0
2556,558.66,16,Travel,0,0,98,1,58,0,0.11251500530028108,0,1,0.3931661788137617,0
2557,133.08,6,Grocery,0,0,91,3,54,0,0.6036869453104983,0,1,0.11828408512388247,0
2558,64.09,21,Grocery,1,0,89,1,21,0,0.0294947943402261,0,1,0.26862682221695877,0
2559,14.4,9,Electronics,0,0,58,2,22,0,0.31518145029950273,0,1,0.16188597723761175,0
2560,124.99,22,Travel,0,0,58,1,29,0,0.026069945369482254,0,1,0.233250054165272,0
2561,284.83,14,Grocery,0,0,88,1,50,0,0.12380133512786667,0,1,0.12063570107986162,0
2562,221.02,1,Electronics,0,0,41,3,68,0,0.8098812843613913,1,1,0.4163801279059094,0
2563,9.28,12,Travel,0,0,75,2,26,0,0.20687896595732305,0,1,0.13481968389201987,0
2564,13.63,3,Food,0,0,80,1,61,0,0.46259789875170926,0,1,0.20839132593040546,0
2565,92.81,17,Travel,1,0,72,1,46,0,0.06250629493634409,0,1,0.06396257116035436,0
2566,62.99,23,Clothing,0,0,86,0,47,0,0.012437790913396496,0,1,0.43060926632951213,0
2567,47.6,22,Electronics,0,0,80,0,46,0,0.014748989813154484,0,1,0.37310994134304887,0
2568,59.38,0,Food,0,0,35,0,62,0,0.4870905180507296,0,1,0.49867208729352325,0
2569,292.86,1,Electronics,0,0,44,2,69,0,0.7328138245088294,0,1,0.44945778783033835,0
2570,476.69,1,Electronics,0,0,92,1,34,0,0.6611868342957563,0,1,0.3877647960050955,0
2571,93.49,3,Grocery,0,0,58,2,52,0,0.6072103371464486,0,1,0.10046645256507766,0
2572,425.82,2,Travel,0,0,66,5,30,0,0.9220960069919316,1,-1,0.6014921551866453,0
2573,69.82,16,Electronics,0,0,65,2,63,0,0.11629541968295506,0,1,0.11546380520308616,0
2574,116.48,13,Electronics,0,0,86,3,53,0,0.28677390065515423,0,1,0.0918439910623326,0
2575,46.12,1,Clothing,0,1,41,1,21,0,0.5616521269044858,0,1,0.3053643280572392,0
2576,184.14,15,Clothing,0,0,36,2,18,0,0.14931050094950332,0,1,0.28766292163054424,0
2577,695.22,10,Clothing,0,0,92,3,55,0,0.5534198998821477,0,1,0.4851161894132874,0
2578,166.51,12,Electronics,0,0,65,5,60,0,0.5860024419080333,0,1,0.41488360382290534,0
2579,79.72,0,Food,0,0,38,0,44,0,0.49093555937411826,0,1,0.3955565913204389,0
2580,187.85,22,Travel,0,0,28,2,45,0,0.04541093438040008,0,1,0.21319765699829982,0
2581,23.61,1,Electronics,0,0,98,3,42,0,0.7775620953908529,0,1,0.21569782262457007,0
2582,395.13,1,Grocery,0,0,38,5,41,1,0.9328931357690872,1,-1,0.60193941815181,0
2583,125.88,20,Food,0,0,33,3,19,0,0.09745754868501935,0,1,0.3514796396324192,0
2584,107.4,4,Food,0,0,67,2,40,0,0.5642069985551925,0,1,0.08988586577263605,0
2585,158.68,3,Travel,0,0,44,1,68,0,0.4981185801683936,0,1,0.3484633887523182,0
2586,176.45,11,Food,0,0,25,4,39,0,0.5074443819047646,0,1,0.1921902732106986,0
2587,13.41,2,Travel,0,0,96,2,35,0,0.6322271813353266,0,1,0.14661996392565343,0
2588,206.58,19,Food,0,0,41,1,69,0,0.04889496875797417,0,1,0.3223322900522174,0
2589,49.86,9,Travel,0,0,44,1,33,0,0.22284372588854157,0,1,0.038844547391021375,0
2590,225.29,19,Clothing,0,0,83,3,49,0,0.12628527320020597,0,1,0.1530898418511261,0
2591,311.22,17,Clothing,0,1,37,1,20,0,0.07569099658702955,0,1,0.3401867291365892,0
2592,293.3,20,Food,0,0,71,2,18,0,0.07083871897866416,0,1,0.4328958844448937,0
2593,144.73,20,Food,0,0,74,0,51,0,0.023420923754216717,0,1,0.2850984428628487,0
2594,132.18,20,Travel,0,0,64,2,62,0,0.06183065913784081,0,1,0.1661899748465417,0
2595,27.75,9,Travel,0,0,31,2,43,0,0.31908151218252206,0,1,0.041864091890393626,0
2596,268.78,0,Electronics,0,0,79,1,63,0,0.6596833837352362,0,1,0.4066198002731999,0
2597,57.0,5,Clothing,0,0,75,3,57,0,0.6308194937587704,0,1,0.14700974925395446,0
2598,123.58,10,Electronics,0,1,26,3,63,0,0.41630196939540315,0,1,0.17639066240199106,0
2599,60.2,1,Electronics,0,0,38,0,23,0,0.43826656787579005,0,1,0.4489735582628712,0
2600,25.86,6,Grocery,0,0,41,4,61,0,0.6960926241958675,0,1,0.27204619620646253,0
2601,178.75,19,Travel,0,0,25,3,53,0,0.12149135123041614,0,1,0.13692230435624084,0
2602,10.06,20,Grocery,0,0,25,3,26,0,0.08814977390958709,0,1,0.2783173506171991,0
2603,248.56,20,Grocery,0,0,50,0,24,0,0.025674785923618992,0,1,0.4229599123344211,0
2604,68.78,20,Electronics,0,0,70,3,48,0,0.09328352401661144,0,1,0.163815914743435,0
2605,0.02,17,Grocery,0,0,37,4,50,0,0.2198830688597574,0,1,0.2970339083907088,0
2606,128.82,20,Travel,0,0,58,5,21,0,0.2311106178068236,0,1,0.48935206851984836,0
2607,8.64,18,Electronics,0,0,86,4,23,0,0.18962613786703236,0,1,0.3940515888750506,0
2608,58.18,3,Travel,0,0,97,0,28,0,0.3486805607368344,0,1,0.30683868292997163,0
2609,220.95,12,Food,1,0,75,4,57,0,0.472361068746772,0,1,0.23672149865747197,0
2610,11.65,17,Grocery,0,0,65,2,30,0,0.0927673297098848,0,1,0.15188519094083783,0
2611,329.12,19,Electronics,0,0,79,2,26,0,0.08712433228886309,0,1,0.26487613649451497,0
2612,0.69,23,Clothing,0,0,52,2,68,0,0.03200160835505852,0,1,0.5019466162057956,0
2613,51.02,12,Travel,0,0,85,1,35,0,0.14046916207259347,0,1,0.045022061768347256,0
2614,243.1,18,Grocery,0,0,31,0,43,0,0.036931452254403904,0,1,0.2735076342465883,0
2615,68.43,16,Travel,0,0,26,0,40,0,0.044989375159551245,0,1,0.21332469502297302,0
2616,19.34,0,Travel,0,0,26,2,40,0,0.7159845336662324,0,1,0.23281926972839231,0
2617,80.4,5,Food,0,0,52,2,68,0,0.5127153774676249,0,1,0.24603025066431586,0
2618,56.74,18,Travel,0,0,78,2,22,0,0.0811780290562081,0,1,0.16525713278124443,0
2619,332.94,19,Food,0,0,82,0,27,0,0.03338374703262307,0,1,0.4296182580137252,0
2620,67.67,0,Food,0,0,71,3,64,0,0.8157019593641283,1,1,0.34464277007809074,0
2621,280.0,7,Food,0,0,85,3,57,0,0.5929365601139669,0,1,0.19657515064508993,0
2622,400.4,16,Grocery,0,0,64,1,36,0,0.09760751806741931,0,1,0.2482072082322624,0
2623,102.39,20,Travel,0,0,42,7,25,0,0.44860601109826864,0,-1,0.6921673967092907,0
2624,433.32,21,Travel,0,0,38,1,32,0,0.04177208773479013,0,1,0.34931960485831853,0
2625,85.27,14,Food,0,0,49,3,36,0,0.24353124694320083,0,1,0.06208423077579684,0
2626,598.76,17,Travel,0,0,34,6,21,0,0.5812139161236319,0,-1,0.8628613229393188,1
2627,16.84,6,Travel,0,0,72,6,52,0,0.8627424499691252,1,1,0.5452243431996525,0
2628,209.09,15,Food,0,0,72,2,54,0,0.1535345346658079,0,1,0.0561779357689993,0
2629,122.55,6,Clothing,0,0,85,1,29,0,0.3507368030050278,0,1,0.08935525913911327,0
2630,88.28,16,Clothing,0,0,77,0,48,0,0.045908189211316605,0,1,0.22346497037182,0
2631,180.29,3,Food,1,1,33,2,33,1,0.626025432115582,0,1,0.10144604967998942,0
2632,219.04,11,Grocery,0,0,35,3,57,0,0.39298471093664333,0,1,0.15371878784954568,0
2633,0.79,12,Travel,0,0,51,1,38,0,0.13477409144168576,0,1,0.1345261239437672,0
2634,32.88,3,Travel,0,0,83,5,37,0,0.8703238702697574,1,1,0.39290771690564275,0
2635,224.72,20,Clothing,0,0,82,0,67,0,0.025357613165187715,0,1,0.46255958334921843,0
2636,197.6,0,Food,0,0,37,4,39,0,0.8926104441458937,1,1,0.40102951955225236,0
2637,608.9,0,Grocery,0,0,89,5,61,0,0.9540031084138622,1,-1,0.7906828759618905,1
2638,257.66,6,Food,0,0,35,0,22,0,0.2695982812336556,0,1,0.4089572774854553,0
2639,542.04,8,Clothing,0,0,81,0,25,0,0.250485351175845,0,-1,0.586341385227595,0
2640,218.25,0,Clothing,0,0,91,3,25,0,0.8353642580568488,1,1,0.3791270144532948,0
2641,63.7,15,Travel,0,0,90,2,50,0,0.13597705544085953,0,1,0.043831878963881306,0
2642,20.04,17,Electronics,0,0,48,4,44,0,0.22298103926053073,0,1,0.2262121993587518,0
2643,274.04,21,Grocery,0,1,73,2,47,0,0.05877252581927521,0,1,0.1858388207955322,0
2644,185.98,14,Grocery,0,0,64,2,45,0,0.1759862588521636,0,1,0.01675587965701634,0
2645,8.89,5,Electronics,0,0,94,2,57,0,0.4947171109545926,0,1,0.15934378970691163,0
2646,80.35,1,Clothing,0,0,26,4,68,0,0.8609279791261915,1,1,0.47554779205319164,0
2647,565.54,8,Food,0,0,78,1,35,0,0.3634048709414134,0,1,0.38214727369536206,0
2648,124.91,3,Grocery,0,0,39,2,69,0,0.6154242778412496,0,1,0.33100132284106093,0
2649,102.05,12,Electronics,0,0,72,1,27,0,0.14631053798809332,0,1,0.0946531897622428,0
2650,110.15,22,Travel,0,0,78,2,57,0,0.042371171894031216,0,1,0.23139014656185228,0
2651,42.18,21,Travel,0,0,70,1,30,0,0.028953514567702503,0,1,0.18565683540847142,0
2652,82.8,10,Clothing,0,0,81,3,54,0,0.40620108305358893,0,1,0.09164936829659784,0
2653,83.11,12,Grocery,0,0,79,1,60,0,0.14501455545437064,0,1,0.10787664804321058,0
2654,9.68,10,Food,0,0,84,5,57,0,0.6388856360760912,0,1,0.41850849834726506,0
2655,262.65,18,Grocery,0,0,54,1,68,0,0.06146414546933393,0,1,0.330071743238735,0
2656,96.97,7,Travel,0,0,52,0,40,0,0.20815025088286224,0,1,0.22539408380406012,0
2657,310.86,6,Grocery,1,1,76,2,36,0,0.5196706606392625,0,1,0.14706745418304423,0
2658,341.9,15,Travel,0,0,65,4,40,0,0.36324687790170035,0,1,0.30973467753636547,0
2659,42.88,2,Electronics,1,0,45,3,58,0,0.7476496503547944,0,1,0.20632157690391306,0
2660,192.79,16,Electronics,0,0,66,2,33,0,0.12831282934474947,0,1,0.06562466702038827,0
2661,115.05,17,Travel,0,0,37,9,29,0,0.800781783119434,1,-1,0.7029821387441035,1
2662,381.88,14,Food,0,0,69,0,53,0,0.08531137287147526,0,1,0.3644729628484904,0
2663,43.74,16,Food,0,0,78,3,21,0,0.17462467609200585,0,1,0.2377516960508367,0
2664,203.87,10,Grocery,0,0,43,3,29,0,0.4333244711386086,0,1,0.1347983057831397,0
2665,168.46,4,Travel,0,0,51,0,44,0,0.33137376494211584,0,1,0.27349248798728015,0
2666,63.0,15,Clothing,0,1,64,2,31,0,0.13536039300198005,0,1,0.054759831058351936,0
2667,26.44,14,Food,0,0,31,2,33,0,0.15428221793318733,0,1,0.04534213908223534,0
2668,189.81,9,Food,0,0,49,0,46,0,0.1651338164555583,0,1,0.234445298211636,0
2669,241.5,13,Electronics,0,0,73,2,29,0,0.213182538281828,0,1,0.11614821409512895,0
2670,68.27,1,Food,0,0,60,2,32,0,0.6861563797798749,0,1,0.14668218698391242,0
2671,186.33,15,Food,0,0,95,1,18,0,0.09551325733455499,0,1,0.3035398751830681,0
2672,90.49,18,Food,0,0,48,2,45,0,0.08407913631071486,0,1,0.06930755472981673,0
2673,224.82,7,Travel,1,0,85,4,25,0,0.6953170902290227,0,1,0.30478682970138293,0
2674,39.99,14,Travel,0,1,93,1,49,0,0.10023542611368758,0,1,0.05658695409517634,0
2675,397.66,9,Electronics,0,1,76,2,42,0,0.40143646030074454,0,1,0.20000116019698777,0
2676,60.99,4,Grocery,0,0,60,0,52,0,0.3091110244300016,0,1,0.28832349576391647,0
2677,82.53,19,Food,0,0,75,5,29,0,0.2578695638776575,0,1,0.4118664299525302,0
2678,10.77,15,Grocery,0,0,57,3,23,0,0.19833270106111864,0,1,0.243078622951284,0
2679,21.28,20,Travel,0,0,77,4,48,0,0.1406325251397752,0,1,0.3016155997806508,0
2680,130.57,21,Food,0,0,98,0,26,0,0.019112220126506305,0,1,0.3501829230848355,0
2681,56.06,11,Grocery,0,0,62,2,69,0,0.24970942135554589,0,1,0.24686421244230575,0
2682,324.85,22,Grocery,0,0,68,2,42,0,0.051495942494082556,0,1,0.2561703581071849,0
2683,2.66,12,Clothing,0,0,29,0,37,0,0.08564363474876067,0,1,0.30001131557208,0
2684,85.78,8,Travel,0,0,55,5,55,0,0.7349226521779821,0,1,0.3557710442589315,0
2685,74.07,16,Electronics,0,0,33,3,32,0,0.17929481911446335,0,1,0.1017246130727446,0
2686,3.51,19,Electronics,0,0,56,0,53,0,0.02462740647680205,0,1,0.3567117031902689,0
2687,23.91,11,Clothing,0,0,65,3,43,0,0.3480996549390852,0,1,0.08716790596147472,0
2688,96.09,4,Grocery,0,0,29,2,54,0,0.5623388518345569,0,1,0.09393994588432811,0
2689,122.22,23,Clothing,0,0,75,3,66,0,0.058312649129016736,0,1,0.40523979306601565,0
2690,93.24,11,Clothing,0,0,78,1,58,0,0.171226039929766,0,1,0.11089745804605845,0
2691,136.26,0,Travel,0,0,52,2,28,0,0.7379094401671639,0,1,0.26173240570914685,0
2692,162.75,19,Food,0,0,67,1,44,0,0.046686697811866615,0,1,0.10952588230809866,0
2693,1.8,15,Grocery,0,0,36,2,56,0,0.12923946727432617,0,1,0.1456117281012336,0
2694,112.28,11,Electronics,0,0,93,5,38,0,0.6171600574096041,0,1,0.3366032912906689,0
2695,595.88,8,Electronics,0,0,96,2,23,0,0.49403114487014327,0,1,0.5063718968465957,0
2696,131.75,12,Clothing,0,0,41,1,28,0,0.14997580182587353,0,1,0.08752510884513029,0
2697,203.72,16,Clothing,0,0,32,2,63,0,0.13032054837367482,0,1,0.14261089568152552,0
2698,67.28,16,Clothing,0,0,42,3,48,0,0.17889368645525872,0,1,0.08873308343143545,0
2699,267.69,3,Grocery,0,0,34,2,28,0,0.6453730209025976,0,1,0.19991290085001542,0
2700,266.84,13,Clothing,0,0,63,0,68,0,0.09176388346445415,0,1,0.45595796859877186,0
2701,132.6,18,Clothing,0,0,65,1,62,0,0.05450371549499948,0,1,0.13168342525326956,0
2702,671.45,6,Food,0,0,68,0,25,0,0.35557361387782044,0,-1,0.6943870995355238,0
2703,24.15,2,Grocery,0,0,93,2,36,0,0.6347016249434556,0,1,0.10866470250568236,0
2704,3.08,0,Travel,0,1,67,3,49,0,0.8055322794162472,1,1,0.32151439828439143,0
2705,264.67,11,Travel,0,0,71,0,43,0,0.12735767657383887,0,1,0.26390146144669224,0
2706,296.26,14,Food,0,0,99,3,63,0,0.2844933458954622,0,1,0.20202650625173652,0
2707,23.05,10,Electronics,0,1,72,1,54,0,0.18876496608602297,0,1,0.09099283937534094,0
2708,55.56,9,Travel,0,0,43,0,60,0,0.1483828038193821,0,1,0.2810099107820128,0
2709,3.19,1,Grocery,1,0,45,2,51,0,0.6734154210986575,0,1,0.21842563013537242,0
2710,62.49,3,Electronics,0,0,27,1,64,0,0.4745772290681684,0,1,0.23269292310605452,0
2711,267.02,16,Clothing,0,0,80,2,33,0,0.1365826678732667,0,1,0.1274692955259774,0
2712,131.35,16,Grocery,0,1,67,2,50,0,0.12223338799725197,0,1,0.051873664962869936,0
2713,77.01,7,Electronics,0,0,25,2,52,0,0.41771463222158267,0,1,0.02504278749681309,0
2714,83.66,22,Travel,0,0,60,1,27,0,0.025059536429147773,0,1,0.2410786099931133,0
2715,0.24,13,Clothing,0,0,30,3,53,0,0.2642803589469582,0,1,0.16381818188891015,0
2716,64.15,23,Clothing,0,0,98,1,40,0,0.020535418568337547,0,1,0.26754138244209086,0
2717,187.16,3,Grocery,0,1,70,4,65,0,0.8249129132860632,1,1,0.3864025138266451,0
2718,658.29,5,Clothing,0,0,47,0,58,0,0.3985544842001884,0,-1,0.6566875190473528,0
2719,337.99,18,Electronics,0,0,44,3,21,0,0.16196035519108762,0,1,0.4064978285382087,0
2720,4.3,23,Food,1,0,77,2,36,0,0.03187137431713099,0,1,0.3392643594752534,0
2721,411.89,3,Travel,1,0,62,1,36,0,0.5573302560996464,0,1,0.2839099051550395,0
2722,275.18,2,Grocery,0,0,59,3,59,0,0.7877893047446337,0,1,0.2701856230297223,0
2723,272.85,19,Food,0,0,58,1,59,0,0.051853373374172805,0,1,0.1847706333386234,0
2724,110.25,5,Food,0,0,74,0,31,0,0.27898310210175614,0,1,0.2659637022622472,0
2725,91.35,22,Grocery,0,0,71,1,50,0,0.025379169682521102,0,1,0.21080440106301304,0
2726,64.95,6,Electronics,0,0,60,1,65,0,0.3400689149875953,0,1,0.20357645643717925,0
2727,12.23,13,Travel,0,0,40,3,69,0,0.26730220698610074,0,1,0.34417383663952694,0
2728,46.63,11,Grocery,0,0,73,2,54,0,0.2473261719148435,0,1,0.0327317900257264,0
2729,50.97,15,Food,0,0,89,0,63,0,0.05321456509355422,0,1,0.28997115527086237,0
2730,119.12,19,Food,0,0,87,4,35,0,0.17794310323598905,0,1,0.2418391885632663,0
2731,247.7,7,Grocery,0,0,76,1,25,0,0.33551719287606546,0,1,0.17110825152303885,0
2732,115.58,22,Food,0,0,97,0,27,0,0.015667549523476418,0,1,0.39580726127538335,0
2733,10.73,1,Grocery,0,0,84,3,48,0,0.7756458617011822,0,1,0.24459275011076942,0
2734,569.72,12,Grocery,0,0,41,1,52,0,0.21345150606473906,0,1,0.38444665581822235,0
2735,514.78,7,Travel,0,0,91,2,42,0,0.5224834192976456,0,1,0.3108400463679571,0
2736,276.84,20,Grocery,0,0,62,3,42,0,0.11166480046664333,0,1,0.21759745226942195,0
2737,854.58,19,Food,0,1,53,0,57,0,0.05454741449608583,0,-1,0.7789812126261824,1
2738,141.54,15,Clothing,1,0,55,2,64,0,0.1455117259508944,0,1,0.11806061454881767,0
2739,592.31,3,Travel,0,0,83,3,63,0,0.8072494196546903,1,1,0.5014203527330965,0
2740,14.15,15,Food,0,0,78,1,20,0,0.08206555478685056,0,1,0.2691411126548672,0
2741,81.94,19,Food,1,0,77,1,32,0,0.04320017278073196,0,1,0.12349986129938793,0
2742,45.97,5,Travel,0,1,50,1,49,0,0.3781738750610213,0,1,0.07876525722008042,0
2743,39.23,3,Travel,0,0,37,1,38,0,0.46739518039387484,0,1,0.11044327317333227,0
2744,27.32,15,Food,0,0,81,0,50,0,0.05191626394438465,0,1,0.27224725359927415,0
2745,175.31,22,Clothing,0,1,43,1,56,0,0.027511726951764705,0,1,0.24290530014057088,0
2746,273.63,22,Electronics,0,0,51,0,44,0,0.01828911216424107,0,1,0.41994126299435786,0
2747,155.42,20,Food,0,0,37,0,31,0,0.02354812395670029,0,1,0.31135054248603755,0
2748,28.61,12,Travel,0,0,76,2,53,0,0.21105354489901557,0,1,0.05209665724692772,0
2749,300.0,4,Grocery,0,0,88,5,63,0,0.8788102341672002,1,1,0.5409785796413326,0
2750,181.89,14,Grocery,0,0,82,0,58,0,0.07142328520578464,0,1,0.2533591139309813,0
2751,88.43,7,Travel,0,0,43,1,27,0,0.30209948577613127,0,1,0.09462696766435016,0
2752,201.83,6,Travel,0,0,27,2,41,0,0.493547064897971,0,1,0.07595996417253925,0
2753,54.18,13,Electronics,0,0,91,2,27,0,0.18422209366051523,0,1,0.07259734018541666,0
2754,76.21,6,Travel,0,0,50,2,48,0,0.46357534785429855,0,1,0.03806671475110795,0
2755,449.06,21,Grocery,0,0,30,1,56,0,0.04262285336347276,0,1,0.3675995927387191,0
2756,61.78,6,Clothing,0,0,37,2,64,0,0.4610552475141017,0,1,0.1476689531749998,0
2757,114.27,22,Travel,0,0,51,5,45,0,0.1699097890370434,0,1,0.49299577739902084,0
2758,397.54,17,Electronics,0,0,34,0,21,0,0.050755957129240234,0,1,0.5194915355338847,0
2759,221.41,9,Clothing,0,0,40,1,67,0,0.25452947806189485,0,1,0.24238323363722375,0
2760,11.56,17,Electronics,1,0,47,1,65,0,0.05829573374036644,0,1,0.22695730907815043,0
2761,28.68,13,Clothing,1,0,71,2,36,0,0.18085558314704442,0,1,0.04804624981392173,0
2762,1.42,9,Travel,0,0,36,1,57,0,0.2157911046917462,0,1,0.17590063819210083,0
2763,179.41,6,Grocery,1,0,52,4,33,0,0.7253047032385626,0,1,0.20302361589651277,0
2764,106.85,6,Clothing,0,0,42,1,49,0,0.34837095003082685,0,1,0.07759557405739766,0
2765,25.95,6,Food,1,1,82,1,23,0,0.3293922824317114,0,1,0.1633316786939953,0
2766,570.33,4,Electronics,0,0,26,1,68,0,0.5507654782967022,0,1,0.5621579315991259,0
2767,135.77,0,Clothing,0,0,70,1,27,0,0.6281310612164083,0,1,0.2911927542007031,0
2768,49.85,13,Electronics,0,0,41,4,62,0,0.3861918820772073,0,1,0.23701297620209605,0
2769,124.98,17,Grocery,1,0,88,1,33,0,0.06417128386632563,0,1,0.08764390142483518,0
2770,204.88,12,Electronics,0,0,89,1,19,0,0.15895341563032325,0,1,0.23279849017142842,0
2771,14.27,7,Electronics,0,1,78,2,25,0,0.4014280901492569,0,1,0.1292239534050197,0
2772,57.81,7,Food,1,0,67,2,58,0,0.4135432571056618,0,1,0.07154397661397592,0
2773,296.08,9,Electronics,0,0,79,1,56,0,0.26799235657282455,0,1,0.16049332189549936,0
2774,110.8,16,Clothing,0,0,38,3,22,0,0.1842340216696748,0,1,0.1991721411671726,0
2775,142.37,5,Electronics,0,0,68,3,47,0,0.6493353247550828,0,1,0.10332356212604053,0
2776,102.07,14,Travel,0,0,62,1,25,0,0.10525159397304293,0,1,0.11076986233252739,0
2777,8.08,14,Electronics,1,0,82,2,46,0,0.15237744072866885,0,1,0.08148035393122283,0
2778,32.62,15,Travel,1,0,73,2,20,0,0.13164550777572417,0,1,0.2332985734360609,0
2779,106.16,7,Electronics,0,0,40,1,30,0,0.30589066427969186,0,1,0.08189919718651585,0
2780,42.24,18,Electronics,0,0,98,1,69,0,0.050240442985797155,0,1,0.28152666928005055,0
2781,9.23,19,Clothing,0,0,54,3,44,0,0.10480318369634431,0,1,0.234271223691312,0
2782,334.02,14,Travel,0,0,92,3,68,0,0.2922555237426983,0,1,0.34547602047473863,0
2783,715.23,2,Travel,0,0,95,1,29,0,0.6705741641295024,0,-1,0.580971599987044,0
2784,283.63,5,Food,0,0,61,1,68,0,0.4348145596180803,0,1,0.3505004218224894,0
2785,346.08,7,Electronics,0,0,93,2,57,0,0.4825066518981624,0,1,0.20962923676125594,0
2786,49.87,15,Electronics,1,0,79,1,68,0,0.08561473793439585,0,1,0.21794788845116136,0
2787,582.24,14,Clothing,0,0,63,1,23,0,0.15776097060754435,0,1,0.4813986371167551,0
2788,39.48,12,Food,0,0,81,3,56,0,0.3106432232099681,0,1,0.1154438975545612,0
2789,544.45,19,Food,0,0,73,2,66,0,0.10614041538091473,0,1,0.45323915928132824,0
2790,947.31,14,Clothing,0,1,87,2,32,0,0.3082003397730461,0,-1,0.6605936456734695,0
2791,223.89,17,Travel,0,0,58,2,63,0,0.11239464918728287,0,1,0.14996920108060913,0
2792,714.76,12,Grocery,0,0,81,2,64,0,0.34288158163062155,0,1,0.5144450942971923,0
2793,151.72,23,Clothing,1,1,86,1,25,0,0.02223630378845009,0,1,0.3675473241414858,0
2794,54.09,7,Travel,0,0,63,1,57,0,0.29663093327191065,0,1,0.11810055217691438,0
2795,103.4,13,Food,0,0,98,1,69,0,0.12560964469848845,0,1,0.27175454242649083,0
2796,162.06,10,Clothing,0,0,91,5,41,0,0.6713855199487708,0,1,0.3453584048544821,0
2797,13.66,5,Grocery,0,0,86,3,49,0,0.620523966095805,0,1,0.13931993176498822,0
2798,175.28,23,Electronics,0,0,53,2,48,0,0.03750910808094336,0,1,0.26235287791535494,0
2799,715.09,0,Clothing,0,0,55,2,55,0,0.8324389355960808,1,-1,0.606780526489723,0
2800,37.95,1,Grocery,0,0,84,1,20,0,0.5596409982976505,0,1,0.32355499266473375,0
2801,283.15,12,Grocery,0,0,63,3,65,0,0.36386602477977537,0,1,0.21567299948463087,0
2802,429.28,0,Clothing,0,0,25,3,52,0,0.8623926320683007,1,1,0.44190902807879884,0
2803,517.88,23,Travel,0,0,80,6,30,0,0.29396940462328003,0,-1,0.85799132971265,1
2804,580.01,23,Clothing,0,0,82,1,64,0,0.03360921733822703,0,-1,0.5762811359493446,0
2805,132.66,3,Food,0,0,45,2,59,0,0.6166319837344246,0,1,0.16480391562040886,0
2806,681.43,23,Grocery,0,0,78,1,58,0,0.036903293714641267,0,-1,0.6268633266093672,0
2807,254.87,22,Grocery,0,0,95,3,32,0,0.07774011965604546,0,1,0.30206611714346365,0
2808,31.74,1,Electronics,0,0,67,3,43,0,0.7789643663024709,0,1,0.211695523332154,0
